Id,Amount,Network,Mode,TransactionDate,transactionId
2581,915.9,American Express,In-store,2022-06-26,1324631484
2582,695.79,Mastercard,In-store,2023-01-13,7694419062
2583,235.16,Visa,Online,2022-12-20,6496291317
2584,896.68,American Express,In-store,2023-02-25,6273522787
2585,571.74,Visa,Online,2022-08-29,9867962630
2586,237.99,American Express,Online,2023-01-28,9444253127
2587,916.41,American Express,Online,2022-09-08,7626361524
2588,188.96,Visa,Online,2022-04-08,8569738548
2589,10.87,Visa,Online,2022-04-24,6256614820
2590,68.59,Mastercard,Online,2023-01-24,3604135141
2591,363.46,Discover,Online,2022-04-24,9878059321
2592,602.25,Discover,In-store,2022-11-21,9392615545
2593,470.52,Mastercard,In-store,2023-02-20,4695789076
2594,47.37,Visa,In-store,2022-10-15,2962668724
2595,385.18,Discover,Online,2022-04-13,6181822041
2596,117.32,Visa,In-store,2022-08-11,8830688301
2597,33.33,American Express,Online,2022-11-25,7151955207
2598,206.72,Discover,In-store,2022-04-08,4210464469
2599,430.96,Mastercard,In-store,2022-07-02,3534275726
2600,344.79,Mastercard,In-store,2022-04-13,9802831377
2601,787.61,Mastercard,In-store,2023-01-09,1858486689
2602,863.06,American Express,Online,2022-11-30,1764859500
2603,40.48,Visa,In-store,2023-01-02,2011273690
2604,745.95,Discover,Online,2022-12-11,6347490170
2605,84.41,American Express,In-store,2022-09-28,1725489222
2606,612.88,Discover,In-store,2022-07-16,9396762139
2607,323.48,Discover,Online,2023-02-27,7423171418
2608,520.49,Discover,In-store,2022-10-26,6706109616
2609,538.57,Visa,Online,2022-10-19,4010925801
2610,668.84,Visa,Online,2022-07-03,2268552868
2611,976.62,Visa,In-store,2022-04-26,7161167286
2612,748.57,Mastercard,Online,2022-08-05,7058468925
2613,433.82,American Express,Online,2022-06-19,4298432750
2614,597.39,Discover,Online,2022-06-03,7520747507
2615,961.56,Discover,In-store,2022-07-24,3683055808
2616,721.03,Discover,In-store,2023-02-24,9298612563
2617,281.96,Discover,In-store,2022-11-27,9325790331
2618,242.44,Mastercard,In-store,2022-10-02,6189626188
2619,298.21,Visa,In-store,2022-12-02,5439912382
2620,933.66,Visa,In-store,2023-01-18,8108762601
2621,669.68,Visa,Online,2023-01-27,2647589826
2622,48.0,American Express,Online,2022-11-18,7707256181
2623,970.59,Discover,Online,2022-05-15,4570520889
2624,958.67,Visa,Online,2022-10-04,4361763547
2625,418.73,American Express,In-store,2022-10-29,3223665226
2626,654.99,American Express,Online,2022-03-14,4227359933
2627,681.71,Discover,Online,2022-06-25,7004164134
2628,799.14,Visa,In-store,2022-07-01,5893358529
2629,979.17,Visa,In-store,2022-11-29,8321548817
2630,498.85,Visa,Online,2023-03-11,8135744271
2631,487.41,Discover,In-store,2023-03-12,7305042330
2632,591.95,Mastercard,In-store,2022-05-27,7765482838
2633,77.42,Mastercard,In-store,2022-12-24,8490862001
2634,725.79,Mastercard,Online,2022-04-19,5790018428
2635,438.41,Mastercard,In-store,2022-12-30,3896815545
2636,803.08,Mastercard,In-store,2023-02-05,6782960159
2637,315.75,American Express,Online,2022-12-01,3067387732
2638,543.09,American Express,Online,2022-08-09,8531742843
2639,163.03,American Express,In-store,2023-02-05,9408551349
2640,659.51,Discover,Online,2022-11-21,1060885242
2641,921.18,Discover,In-store,2022-03-16,1815566589
2642,458.89,Discover,Online,2022-05-06,3857074443
2643,208.61,American Express,Online,2022-12-04,2017398413
2644,342.46,Discover,In-store,2022-09-25,8545115952
2645,890.57,American Express,Online,2022-04-12,2490386393
2646,822.1,American Express,In-store,2023-02-14,9195225426
2647,179.43,Mastercard,In-store,2022-08-29,5647343987
2648,372.28,American Express,Online,2022-12-13,4925969630
2649,229.09,Visa,In-store,2022-11-22,8794748287
2650,708.71,Mastercard,Online,2022-09-22,5741218320
2651,865.2,Visa,In-store,2022-12-02,8360050784
2652,252.78,Visa,In-store,2023-01-30,3314291929
2653,75.09,American Express,In-store,2023-01-25,7128964603
2654,426.63,American Express,Online,2022-05-12,7523357557
2655,686.0,Discover,In-store,2023-02-18,1197202143
2656,830.54,Mastercard,Online,2023-01-07,4707924955
2657,471.45,Mastercard,Online,2022-11-05,3187287940
2658,213.94,Visa,In-store,2022-08-12,3965701617
2659,623.21,American Express,Online,2022-03-22,3148501804
2660,842.22,American Express,In-store,2022-12-10,4281506341
2661,22.19,American Express,Online,2022-07-02,3658278843
2662,610.4,American Express,Online,2022-04-05,3421255305
2663,92.45,Visa,Online,2023-03-04,1378071546
2664,541.3,American Express,In-store,2022-04-04,9085187275
2665,553.5,Visa,In-store,2022-11-21,8829894463
2666,497.16,Visa,Online,2022-09-13,8339238284
2667,644.32,American Express,In-store,2022-05-19,4041713467
2668,174.76,Visa,In-store,2023-01-16,9551311983
2669,964.2,Discover,Online,2022-10-01,9175480597
2670,823.01,Discover,In-store,2022-10-17,5397181425
2671,763.85,Mastercard,In-store,2022-04-25,1782550881
2672,836.53,Visa,Online,2023-01-06,3508612111
2673,560.02,Visa,Online,2022-08-29,2168737837
2674,612.03,Visa,Online,2023-01-09,6283628335
2675,823.81,Mastercard,In-store,2022-07-28,4191987247
2676,772.99,American Express,In-store,2022-04-01,9436221569
2677,995.9,Mastercard,In-store,2023-02-18,4864355572
2678,192.73,Mastercard,Online,2022-11-29,9479300350
2679,140.9,Visa,In-store,2022-12-23,6774946132
2680,43.84,Discover,Online,2022-08-29,6496675123
2681,867.04,Visa,In-store,2022-04-05,5617556469
2682,927.22,American Express,In-store,2022-11-20,8003683772
2683,512.16,American Express,In-store,2022-09-30,8888183071
2684,765.97,Discover,In-store,2022-10-05,8338027071
2685,663.29,American Express,Online,2022-06-02,3359416504
2686,931.07,Discover,Online,2022-12-26,5017238849
2687,816.75,Discover,In-store,2022-12-07,9325178722
2688,50.18,Mastercard,In-store,2022-10-06,8412171567
2689,922.34,Visa,Online,2022-05-19,6558911333
2690,334.82,American Express,In-store,2022-06-10,7053874272
2691,442.58,Mastercard,In-store,2022-03-20,7161260946
2692,488.84,Visa,Online,2023-03-07,6742636840
2693,677.45,American Express,In-store,2022-04-05,6905439482
2694,278.85,Visa,In-store,2022-12-18,9470117477
2695,660.93,Visa,Online,2022-05-01,5583458505
2696,418.44,Discover,Online,2022-05-30,7008934328
2697,13.5,Visa,In-store,2023-02-24,8853363758
2698,176.97,Mastercard,In-store,2022-10-25,1425163459
2699,930.26,American Express,Online,2023-02-26,4870864205
2700,693.57,Discover,Online,2023-02-13,9785558752
2701,448.11,Discover,Online,2022-03-28,4208631224
2702,399.8,Discover,Online,2023-02-17,3448983953
2703,803.38,Discover,Online,2022-10-13,1723737978
2704,634.11,Visa,In-store,2022-06-26,1281133456
2705,115.97,American Express,Online,2022-08-19,9062987870
2706,774.44,Discover,In-store,2022-11-23,5702324375
2707,903.88,Discover,In-store,2022-10-13,2271723418
2708,788.79,Discover,In-store,2022-04-29,5061315671
2709,44.2,Visa,Online,2022-04-09,4572214844
2710,239.54,Mastercard,In-store,2022-10-28,6760003534
2711,378.21,American Express,In-store,2022-03-21,3029091837
2712,381.33,Visa,Online,2022-10-17,2530006497
2713,195.93,American Express,In-store,2022-11-28,8957177138
2714,19.1,Mastercard,In-store,2022-06-13,3311442374
2715,99.17,Discover,In-store,2022-11-18,1320663074
2716,188.15,Visa,Online,2023-01-21,8712113252
2717,26.51,Visa,Online,2022-04-26,9608584425
2718,981.64,American Express,In-store,2023-01-04,4871893777
2719,587.1,Mastercard,In-store,2022-11-19,5002350530
2720,353.48,Visa,In-store,2022-03-20,2101151643
2721,762.59,Discover,In-store,2022-10-06,8161410933
2722,598.73,Visa,Online,2022-07-13,7737518929
2723,363.07,Visa,In-store,2022-06-15,4717347258
2724,202.3,Visa,In-store,2022-06-01,4464588865
2725,933.36,American Express,Online,2022-10-15,7202490199
2726,778.11,American Express,In-store,2022-08-08,5587984778
2727,72.76,American Express,Online,2023-02-24,6059384021
2728,225.65,Discover,In-store,2023-02-26,9179341801
2729,293.78,Visa,In-store,2023-01-07,8969753546
2730,355.39,Mastercard,Online,2022-11-10,3707845374
2731,186.56,Mastercard,In-store,2023-02-03,1790044354
2732,116.25,American Express,Online,2022-08-15,3522904529
2733,809.71,Mastercard,In-store,2022-10-24,7030744227
2734,240.28,Discover,Online,2022-06-13,6341840070
2735,747.0,Visa,Online,2023-01-16,2341736895
2736,165.88,Mastercard,In-store,2022-12-29,8348175744
2737,636.9,Discover,Online,2022-12-31,9545725805
2738,855.65,Visa,Online,2022-08-30,9539595768
2739,491.34,Visa,In-store,2022-08-05,3888516888
2740,155.35,Mastercard,In-store,2023-03-12,8680780581
2741,277.34,Discover,Online,2022-09-04,9885965239
2742,419.07,Visa,In-store,2022-04-28,8665229476
2743,666.57,American Express,In-store,2022-10-24,3077830735
2744,481.55,Visa,In-store,2022-08-13,3185744205
2745,798.12,American Express,In-store,2022-07-31,4782035881
2746,206.61,Visa,In-store,2022-03-28,3619935747
2747,887.7,American Express,In-store,2022-03-26,8760979941
2748,233.87,Visa,In-store,2022-05-03,2712864846
2749,295.11,Mastercard,Online,2022-07-19,9151786303
2750,543.78,Discover,Online,2022-06-17,4098518716
2751,61.1,Mastercard,In-store,2022-12-29,3846841776
2752,877.6,American Express,In-store,2022-11-25,3620880402
2753,100.49,American Express,In-store,2022-07-14,1308409947
2754,919.72,Visa,In-store,2023-01-31,4854919067
2755,204.73,Mastercard,Online,2022-12-04,2924850870
2756,988.26,Mastercard,In-store,2022-09-15,7036290440
2757,234.51,Visa,In-store,2023-03-09,7111254616
2758,740.84,American Express,In-store,2022-10-07,4586901328
2759,607.9,Visa,In-store,2022-05-20,8874689717
2760,378.56,Discover,In-store,2023-03-03,9733729398
2761,345.72,Mastercard,In-store,2023-02-02,9302033073
2762,986.99,American Express,Online,2022-06-22,5281133782
2763,439.24,Mastercard,In-store,2022-04-14,5007601613
2764,978.01,Visa,Online,2023-01-11,8135332515
2765,237.77,Discover,In-store,2022-09-01,5324830698
2766,197.06,Mastercard,Online,2022-07-04,3048518796
2767,101.95,Visa,In-store,2022-10-01,7661189662
2768,839.89,Discover,In-store,2022-10-10,2856876689
2769,37.6,American Express,In-store,2022-04-28,1916464064
2770,419.29,American Express,Online,2022-06-30,6782545650
2771,566.83,Discover,In-store,2022-04-01,4381536530
2772,713.51,Mastercard,In-store,2022-12-02,8803827430
2773,399.11,Visa,Online,2022-04-13,9152306121
2774,974.75,Visa,Online,2022-09-30,5977187903
2775,180.59,Visa,Online,2022-04-25,1512412255
2776,11.3,Discover,In-store,2023-01-22,2017701484
2777,634.12,Discover,In-store,2023-03-08,5473474326
2778,536.18,Discover,In-store,2022-07-09,9667612079
2779,818.79,Visa,In-store,2022-05-10,1312156198
2780,686.14,Mastercard,In-store,2022-04-18,5512577144
2781,316.44,American Express,In-store,2023-01-16,3099118105
2782,508.8,Mastercard,In-store,2022-07-24,2005273173
2783,752.42,Mastercard,In-store,2022-03-19,9927651517
2784,496.86,Mastercard,Online,2023-03-02,8937867701
2785,641.85,Mastercard,Online,2022-05-26,3299651188
2786,30.99,Mastercard,In-store,2022-04-13,6719398126
2787,998.51,American Express,Online,2023-01-04,5819736670
2788,657.93,Discover,Online,2022-05-28,8584797232
2789,133.0,Discover,In-store,2022-09-11,5407962851
2790,147.93,Mastercard,In-store,2023-01-24,9703403870
2791,882.27,Discover,In-store,2022-09-10,5549844968
2792,477.36,Discover,In-store,2023-01-20,7396619195
2793,110.01,American Express,In-store,2022-11-01,4004676090
2794,272.15,Visa,Online,2022-06-25,1051760496
2795,269.89,Visa,In-store,2022-08-03,9520897598
2796,164.55,American Express,In-store,2022-12-17,6136687847
2797,683.5,Discover,Online,2022-11-27,3782837353
2798,592.15,Visa,In-store,2022-12-10,8148367029
2799,926.17,Discover,Online,2023-01-08,9106964300
2800,652.86,Visa,In-store,2022-08-09,9452202157
2801,338.04,Mastercard,In-store,2022-12-18,8723844016
2802,863.28,Mastercard,In-store,2022-08-09,2171526907
2803,711.74,Discover,In-store,2022-10-23,6681348341
2804,259.93,Visa,In-store,2022-07-18,8557975552
2805,946.38,Visa,Online,2022-04-08,6720558028
2806,212.88,American Express,Online,2022-09-06,2031279275
2807,502.25,Discover,Online,2022-10-07,6754011737
2808,805.8,American Express,In-store,2022-08-20,6257300610
2809,636.59,Visa,In-store,2023-01-17,2899635560
2810,306.32,Visa,In-store,2022-12-27,1421659925
2811,849.61,Discover,In-store,2022-06-20,2581697797
2812,755.3,American Express,Online,2023-01-11,6995288561
2813,93.63,Mastercard,Online,2023-02-23,7554065138
2814,363.25,Visa,In-store,2022-08-10,2685793562
2815,850.96,American Express,In-store,2022-05-14,2346744238
2816,422.09,Discover,Online,2022-07-19,1152216320
2817,453.48,Discover,Online,2022-12-02,9913905819
2818,150.64,Mastercard,In-store,2022-05-06,2680271151
2819,606.08,Mastercard,In-store,2022-05-15,7319493207
2820,661.01,Discover,In-store,2022-06-04,7716793063
2821,812.01,American Express,Online,2022-07-25,2387933888
2822,776.32,American Express,In-store,2023-01-10,9976702834
2823,755.62,Discover,Online,2022-12-19,1351231596
2824,249.67,American Express,Online,2022-07-10,2697254824
2825,900.21,Discover,Online,2022-09-24,8870792716
2826,567.31,American Express,In-store,2022-05-30,4797304674
2827,985.82,American Express,Online,2022-11-03,9998911128
2828,428.45,Discover,In-store,2022-06-18,6245478428
2829,968.97,Discover,In-store,2023-02-04,4710484040
2830,349.47,American Express,Online,2022-11-12,6314547352
2831,860.17,Discover,In-store,2022-10-07,7314907780
2832,127.79,Discover,In-store,2022-12-21,3011257452
2833,479.01,Discover,Online,2022-03-26,7086984560
2834,121.9,Visa,In-store,2022-08-17,2229816425
2835,251.92,American Express,In-store,2023-02-07,1732663842
2836,408.43,Mastercard,In-store,2022-09-18,1338765955
2837,870.85,American Express,In-store,2022-03-21,3746661302
2838,876.2,Discover,In-store,2022-03-29,1318871949
2839,564.77,Mastercard,In-store,2022-12-22,6097117129
2840,751.84,Visa,Online,2022-05-16,8824758535
2841,107.48,Visa,Online,2022-07-17,2585505943
2842,723.9,Visa,Online,2023-02-26,1080986941
2843,322.23,Mastercard,Online,2023-01-12,5139707982
2844,452.93,Discover,In-store,2022-09-29,7908370208
2845,367.14,Mastercard,In-store,2022-06-17,8849435337
2846,103.85,American Express,Online,2022-07-24,1298274776
2847,992.36,Visa,Online,2022-06-03,9888872771
2848,650.89,Visa,In-store,2023-02-17,1606991075
2849,664.88,Visa,Online,2022-07-28,4222391772
2850,454.85,American Express,Online,2023-01-31,3438832240
2851,544.96,Mastercard,Online,2022-04-06,5788767515
2852,987.75,American Express,In-store,2022-08-18,6291957790
2853,427.89,Discover,Online,2022-05-17,2071383169
2854,296.37,Discover,In-store,2023-01-16,9087530106
2855,101.86,Discover,Online,2022-08-07,2989432894
2856,371.39,Mastercard,In-store,2022-09-05,7017457550
2857,639.63,Mastercard,Online,2023-01-07,4604094930
2858,289.38,Visa,In-store,2023-03-02,4168949705
2859,968.31,Mastercard,In-store,2023-03-09,7383204074
2860,736.54,American Express,Online,2022-10-06,1564178091
2861,935.73,Visa,Online,2022-10-14,1144865652
2862,659.05,Discover,Online,2022-03-19,8150064476
2863,903.93,Mastercard,In-store,2022-11-30,7727888045
2864,542.98,Discover,In-store,2022-06-08,4967361540
2865,516.57,Discover,In-store,2022-04-22,4191226392
2866,739.55,Visa,In-store,2022-12-06,1037139296
2867,317.5,Visa,In-store,2022-08-07,3734653003
2868,886.52,Visa,In-store,2022-10-26,9194461101
2869,463.63,Visa,In-store,2022-04-21,5240178903
2870,322.67,Discover,Online,2022-03-14,9220210639
2871,459.99,Visa,Online,2023-03-06,3616944331
2872,923.66,American Express,Online,2022-08-08,8699637530
2873,169.98,Visa,Online,2022-11-23,5508629591
2874,419.98,American Express,In-store,2022-09-10,3653876057
2875,206.35,Visa,In-store,2022-03-30,3691851372
2876,666.81,Discover,In-store,2023-02-18,8222325292
2877,83.67,American Express,Online,2022-08-31,4167012105
2878,43.18,American Express,In-store,2023-02-21,6309841619
2879,168.21,American Express,In-store,2022-06-04,8601411123
2880,881.49,American Express,In-store,2022-05-15,3753986371
2881,772.86,Mastercard,Online,2023-01-18,5273797228
2882,348.08,Mastercard,Online,2022-06-17,7345893768
2883,684.19,American Express,In-store,2022-11-28,8553129533
2884,871.66,American Express,Online,2022-11-13,9733962142
2885,778.92,Visa,Online,2023-02-03,4816893424
2886,962.49,Mastercard,Online,2022-10-18,1141290699
2887,174.58,American Express,In-store,2022-11-05,1947633535
2888,207.57,American Express,In-store,2022-04-16,4667176618
2889,774.97,Discover,Online,2022-03-16,7899437079
2890,763.92,Visa,In-store,2022-08-20,3646651658
2891,269.08,Mastercard,In-store,2022-04-22,9367052955
2892,270.37,Visa,In-store,2022-03-16,4524185059
2893,947.06,American Express,Online,2022-06-14,1392647201
2894,435.78,Visa,Online,2022-04-27,5492150931
2895,662.24,Visa,Online,2023-01-24,1596943157
2896,759.09,Mastercard,In-store,2022-12-28,2471946265
2897,416.85,Mastercard,Online,2022-10-27,3101620286
2898,158.71,Discover,Online,2023-01-18,8790255097
2899,781.34,Visa,In-store,2022-12-25,6798137974
2900,475.35,American Express,Online,2022-09-03,3043363071
2901,309.08,Mastercard,Online,2022-07-01,5465937008
2902,424.79,Visa,Online,2022-09-27,6414683539
2903,726.89,Discover,In-store,2023-03-08,2673497040
2904,734.95,Mastercard,Online,2022-11-13,1938930587
2905,157.35,Mastercard,In-store,2022-04-02,7143374889
2906,172.14,American Express,In-store,2022-08-03,7197845273
2907,991.74,Visa,Online,2022-09-16,4152818624
2908,837.07,American Express,Online,2022-06-24,3073803776
2909,447.16,Discover,In-store,2023-02-04,9631986197
2910,107.28,American Express,Online,2023-01-21,9978177844
2911,930.58,American Express,Online,2022-10-01,1584065277
2912,792.47,Visa,Online,2022-09-20,5809219738
2913,288.82,Mastercard,In-store,2022-12-29,3064866138
2914,667.92,Discover,In-store,2022-04-01,6611532173
2915,562.51,Mastercard,Online,2022-06-24,4505665914
2916,811.76,American Express,In-store,2022-10-04,2450026852
2917,14.49,Mastercard,Online,2023-02-10,7322288827
2918,328.04,Visa,In-store,2022-04-17,9080912164
2919,758.89,Visa,In-store,2022-07-17,4365539756
2920,807.16,American Express,Online,2022-06-22,2682829764
2921,424.76,Discover,In-store,2022-07-06,7060129942
2922,446.68,Discover,Online,2023-03-02,3382006927
2923,478.17,American Express,In-store,2022-08-20,3867548286
2924,179.17,American Express,Online,2022-09-11,2427384776
2925,628.82,Mastercard,Online,2022-03-25,2750318479
2926,80.62,Visa,In-store,2022-05-16,7922237256
2927,584.62,American Express,Online,2023-02-02,6413091592
2928,322.43,Mastercard,In-store,2022-06-24,9322136334
2929,519.71,American Express,Online,2023-02-14,8858183289
2930,24.8,Discover,In-store,2023-01-13,2376201207
2931,822.18,Discover,In-store,2022-08-15,2171612864
2932,41.85,Discover,Online,2022-11-28,2681318009
2933,460.0,Discover,In-store,2022-08-12,8338593085
2934,768.23,American Express,In-store,2022-07-22,9879083764
2935,702.47,Mastercard,In-store,2022-04-18,6402647478
2936,658.8,Discover,Online,2022-09-22,1779084887
2937,586.63,American Express,Online,2022-08-13,9762232341
2938,470.36,American Express,In-store,2022-04-12,8288007614
2939,224.71,Visa,In-store,2022-03-13,8574423339
2940,635.33,Discover,Online,2022-09-06,9491642307
2941,625.07,Discover,In-store,2022-11-10,7011845840
2942,559.72,American Express,In-store,2022-07-09,6083483277
2943,22.94,Mastercard,In-store,2023-02-15,8725264520
2944,487.02,American Express,Online,2023-01-08,9633723452
2945,784.54,Visa,Online,2023-02-02,6101888747
2946,158.1,Discover,Online,2022-04-19,9742781884
2947,528.89,American Express,In-store,2023-01-03,6919880880
2948,525.93,Mastercard,In-store,2022-04-06,5570559458
2949,65.72,Mastercard,In-store,2022-10-19,6556317820
2950,775.77,Visa,Online,2022-08-30,8612575946
2951,362.89,Mastercard,Online,2022-05-11,1345036386
2952,375.62,Discover,Online,2022-11-26,6956162333
2953,238.39,Visa,Online,2023-01-23,7990523988
2954,819.74,Visa,Online,2023-02-01,8238375502
2955,534.68,Visa,In-store,2023-01-30,3971332957
2956,132.67,American Express,In-store,2022-06-12,5799592641
2957,685.82,Discover,In-store,2023-01-01,4336162617
2958,168.82,Visa,In-store,2022-12-14,6519960081
2959,255.88,Mastercard,In-store,2022-05-03,1959188962
2960,967.3,Discover,In-store,2022-11-06,3511171351
2961,46.25,Discover,In-store,2022-03-15,2923197821
2962,404.58,American Express,Online,2022-12-14,8634950872
2963,741.97,Discover,Online,2022-12-12,2773471286
2964,259.73,Visa,In-store,2022-12-27,4412802592
2965,597.98,Visa,Online,2022-11-14,5765496005
2966,729.76,American Express,Online,2023-03-06,4578471650
2967,441.08,Discover,In-store,2022-09-17,2252654663
2968,497.28,American Express,In-store,2022-10-06,3246859609
2969,191.74,Mastercard,Online,2022-07-27,9151365948
2970,985.22,Discover,Online,2023-01-15,3366116564
2971,965.63,Visa,Online,2023-02-27,5187403674
2972,826.53,Discover,In-store,2022-08-25,4232663554
2973,756.73,American Express,In-store,2022-07-08,2070581259
2974,540.33,Discover,Online,2023-01-22,6318379703
2975,681.37,Visa,In-store,2022-09-28,4864321838
2976,635.68,Visa,Online,2022-04-28,3528066648
2977,838.46,Mastercard,In-store,2023-02-18,7396692325
2978,676.99,Visa,Online,2022-08-11,8479317833
2979,578.39,Discover,In-store,2022-08-16,2375655078
2980,751.8,American Express,In-store,2022-04-22,2105394696
2981,638.22,Visa,In-store,2022-06-24,4006493533
2982,743.58,Mastercard,In-store,2022-06-10,8364481844
2983,104.7,Discover,In-store,2022-08-08,2148697211
2984,748.93,Mastercard,In-store,2022-11-20,2464276876
2985,70.45,Mastercard,Online,2022-11-19,5437752159
2986,646.48,Visa,Online,2022-06-08,7719522129
2987,585.8,Visa,In-store,2022-10-04,3221324723
2988,900.37,American Express,Online,2023-02-04,2209814217
2989,756.53,Discover,In-store,2022-07-07,5503152569
2990,619.75,American Express,In-store,2023-01-07,9931911334
2991,862.13,Visa,In-store,2022-05-28,9334183432
2992,565.8,Mastercard,In-store,2022-07-27,4942258087
2993,934.95,Mastercard,In-store,2022-08-13,5834083605
2994,175.07,Visa,Online,2022-05-03,9227671150
2995,885.49,Discover,Online,2022-08-31,7004770723
2996,683.23,American Express,Online,2022-06-12,7758218991
2997,338.68,Visa,Online,2022-11-08,5772368301
2998,645.64,American Express,In-store,2023-02-22,8571962237
2999,559.26,American Express,In-store,2023-01-30,1722023450
3000,631.37,Visa,Online,2022-12-03,6701863887
3001,552.2,Mastercard,In-store,2022-04-26,2596528242
3002,499.05,Mastercard,Online,2022-05-14,9587336893
3003,179.49,Mastercard,In-store,2022-09-17,6038828768
3004,410.53,American Express,In-store,2023-01-11,9232971795
3005,864.91,American Express,In-store,2022-08-22,8593043082
3006,841.82,Mastercard,In-store,2022-08-13,7580657448
3007,900.24,Discover,Online,2022-07-25,5069565039
3008,493.87,Visa,Online,2022-03-18,9879151748
3009,429.09,American Express,In-store,2023-03-04,5163038232
3010,604.06,Visa,In-store,2022-12-24,7177550820
3011,830.01,Mastercard,Online,2023-02-05,5494584348
3012,152.79,Mastercard,In-store,2022-09-12,3802469927
3013,125.82,Mastercard,In-store,2022-10-26,1558647005
3014,661.58,Mastercard,In-store,2022-08-22,5011390737
3015,495.22,Discover,In-store,2023-02-14,5969338141
3016,829.45,Visa,Online,2022-05-24,1306856091
3017,213.4,Discover,Online,2022-12-31,5400584415
3018,324.94,American Express,In-store,2022-03-25,2060986710
3019,637.68,Mastercard,Online,2023-02-10,6271154189
3020,770.33,Discover,In-store,2022-09-06,8845441063
3021,506.81,Discover,In-store,2022-09-02,8841839631
3022,209.33,Visa,Online,2022-05-02,7096953354
3023,562.77,American Express,Online,2022-12-28,3688704678
3024,418.36,Mastercard,In-store,2023-02-04,2512567193
3025,403.86,Discover,In-store,2023-01-10,8499101652
3026,556.82,American Express,Online,2023-01-12,4900528924
3027,490.97,Mastercard,In-store,2022-08-10,5293795679
3028,66.16,Mastercard,In-store,2022-07-29,9101679982
3029,911.83,Discover,Online,2022-11-01,6238047282
3030,485.07,Mastercard,Online,2022-10-06,2844627273
3031,538.09,Mastercard,Online,2022-08-25,3831234326
3032,26.98,Discover,In-store,2022-09-29,1940938868
3033,840.92,Discover,In-store,2022-07-28,3935436035
3034,920.1,Discover,Online,2023-01-01,7292173604
3035,862.53,Visa,In-store,2022-06-16,1279780656
3036,376.05,Visa,Online,2022-07-12,5469460465
3037,846.75,American Express,Online,2022-11-01,5233158264
3038,334.52,Visa,Online,2022-10-17,9768067893
3039,997.89,Mastercard,Online,2022-06-12,1190879189
3040,499.87,American Express,Online,2023-01-26,1494762486
3041,421.8,Mastercard,In-store,2022-03-29,6453107827
3042,326.92,Discover,Online,2023-01-19,2610880930
3043,626.01,Discover,Online,2022-08-22,4231154486
3044,288.51,American Express,In-store,2022-11-03,3332153510
3045,290.5,American Express,Online,2022-05-08,4685530239
3046,191.8,American Express,In-store,2022-11-24,3844725308
3047,123.31,Mastercard,In-store,2022-10-28,6766899069
3048,896.29,American Express,In-store,2023-02-22,3942180147
3049,988.54,Discover,In-store,2022-11-14,8304528144
3050,232.3,Discover,In-store,2022-09-26,4795787778
3051,864.35,Visa,In-store,2022-04-08,5634804052
3052,188.45,Visa,In-store,2022-10-31,3525916510
3053,836.23,Discover,In-store,2022-06-04,4614470726
3054,561.56,Visa,In-store,2022-03-31,1317262696
3055,268.15,Visa,In-store,2022-07-20,4063100342
3056,693.26,Visa,Online,2022-06-21,9818707672
3057,119.77,Visa,Online,2022-04-12,7706308439
3058,457.84,Mastercard,In-store,2022-10-08,3991334118
3059,551.17,American Express,In-store,2022-06-16,7605094787
3060,911.1,Discover,Online,2023-02-03,7431177237
3061,28.66,Visa,Online,2022-03-21,7538059555
3062,725.11,Visa,In-store,2022-06-24,7834152114
3063,661.59,American Express,In-store,2023-02-06,3177917347
3064,651.44,American Express,Online,2023-02-28,9872953920
3065,601.05,American Express,Online,2022-03-14,1618509406
3066,380.6,Discover,In-store,2022-11-04,4004452170
3067,430.74,Visa,Online,2022-12-04,4969685512
3068,457.7,Discover,Online,2022-09-28,7164605092
3069,890.78,Mastercard,Online,2022-07-14,5475067238
3070,326.74,American Express,Online,2022-10-02,2883957057
3071,784.88,Discover,In-store,2023-03-09,8659067598
3072,894.18,American Express,Online,2022-03-17,2071256807
3073,941.77,Mastercard,In-store,2022-04-21,7577538385
3074,480.91,Mastercard,Online,2023-01-01,4390876227
3075,223.45,Visa,In-store,2022-12-11,8215521748
3076,817.27,Discover,Online,2022-07-22,3818343724
3077,715.28,Mastercard,Online,2022-08-31,6001709416
3078,569.45,Mastercard,Online,2022-05-14,8334956889
3079,166.25,Visa,In-store,2022-08-07,8644738012
3080,438.9,American Express,In-store,2022-03-16,2114952860
3081,30.02,Visa,In-store,2022-11-17,2062756116
3082,206.03,American Express,In-store,2023-01-12,4710062757
3083,620.0,Mastercard,Online,2022-04-07,6164558944
3084,691.69,Visa,Online,2022-12-15,1617784359
3085,871.39,Visa,In-store,2023-01-20,1767264907
3086,753.89,Visa,In-store,2022-04-25,6798941748
3087,332.62,Visa,In-store,2022-06-09,4215790086
3088,425.15,Discover,Online,2022-05-21,3727784936
3089,644.56,Mastercard,In-store,2022-12-03,7101528759
3090,118.49,American Express,In-store,2023-03-10,7279882802
3091,353.8,Discover,Online,2022-05-08,4795047464
3092,869.57,Discover,In-store,2022-12-28,8915804536
3093,31.44,Discover,In-store,2022-04-18,4633123428
3094,614.83,Visa,Online,2022-04-02,6222417826
3095,997.1,American Express,In-store,2022-06-19,5324833372
3096,777.9,American Express,Online,2022-12-09,4688363072
3097,37.87,Mastercard,In-store,2022-08-03,5836024245
