Id,Amount,Network,Mode,TransactionDate,transactionId,settlementId
2434,622.18,Mastercard,Online,2023-02-24,7666508787,4860004675
2435,363.14,Mastercard,Online,2022-08-12,7535708459,2196433787
2436,390.62,Mastercard,Online,2022-05-09,1847730243,4589112599
2437,489.11,Visa,In-store,2023-02-05,9272185004,7898680539
2438,914.97,Discover,In-store,2022-09-13,2544644149,5097366046
2439,526.66,Mastercard,Online,2022-04-09,9038746455,7472820318
2440,335.92,Mastercard,In-store,2022-12-08,8502866398,2943945270
2441,490.88,Discover,Online,2022-09-23,2274209576,5336367272
2442,737.09,American Express,Online,2022-03-29,8200162508,5450242135
2443,219.99,American Express,Online,2022-04-02,5830977122,4791131803
2444,201.02,Discover,Online,2022-03-14,6072740812,3415642655
2445,840.07,American Express,Online,2022-09-17,3920287294,3543697961
2446,304.26,American Express,In-store,2022-08-25,2048098414,9167016495
2447,991.1,Discover,Online,2022-12-29,3259499412,4411147681
2448,709.55,Mastercard,Online,2023-01-09,3738662695,9540859234
2449,897.05,Mastercard,In-store,2022-04-21,8923674388,2712930308
2450,247.36,Visa,In-store,2022-11-26,5746622070,5633770562
2451,833.77,Mastercard,In-store,2023-02-23,6781084446,6467139120
2452,653.59,American Express,In-store,2022-08-27,7218669047,7920780967
2453,395.19,Visa,In-store,2022-12-20,1927248529,4721492793
2454,554.08,Visa,In-store,2023-01-12,4879646569,7614518320
2455,705.02,Discover,In-store,2022-08-24,8674428480,9775019627
2456,235.26,Discover,In-store,2023-03-04,8732608430,6836381366
2457,823.98,American Express,Online,2022-12-13,4174540483,8133416521
2458,336.72,Visa,Online,2022-07-20,3980953892,7331507240
2459,957.02,Visa,In-store,2023-02-06,3745758687,5204258836
2460,41.08,Visa,Online,2022-03-26,6436868812,4016282911
2461,303.6,Visa,In-store,2022-11-02,2986094154,5088507411
2462,497.42,Visa,In-store,2022-11-11,3977626035,9948882672
2463,227.28,Discover,Online,2022-12-31,1833931902,6877975586
2464,894.13,American Express,In-store,2022-05-19,3176280285,9662999608
2465,906.9,American Express,Online,2022-11-03,8151513297,1684693939
2466,304.07,Visa,In-store,2022-12-09,8356361456,7857359575
2467,120.36,American Express,Online,2022-05-19,5579436354,1306978874
2468,649.6,Visa,In-store,2022-10-13,2694692405,3257525431
2469,93.87,American Express,Online,2022-06-25,3483646496,9649684692
2470,224.42,Visa,In-store,2023-02-17,5970954794,7475296560
2471,242.87,Visa,In-store,2022-04-20,4115194313,9035754471
2472,732.46,Discover,In-store,2022-06-17,8939999873,3982202294
2473,379.73,Discover,In-store,2022-12-26,5349336259,9021821820
2474,187.15,American Express,In-store,2022-09-22,4662420941,7861959628
2475,911.11,Mastercard,Online,2023-03-04,2249669248,6239917210
2476,455.92,Visa,Online,2022-12-01,9151813652,2268362744
2477,416.59,American Express,Online,2022-11-10,5549212876,5980105109
2478,37.27,Discover,In-store,2022-12-04,4968730039,3483609817
2479,566.91,Visa,Online,2022-11-27,7193998772,6646327527
2480,867.28,Discover,In-store,2022-07-23,7527108948,5186780581
2481,744.34,Visa,Online,2022-04-18,9970161850,2869652599
2482,714.86,Visa,Online,2022-06-18,5769826809,6521522643
2483,872.13,Visa,Online,2022-08-19,1926367496,2054239631
2484,932.91,Mastercard,In-store,2022-04-30,9130731562,9836063791
2485,436.63,Visa,In-store,2022-11-05,7870199926,6517444239
2486,59.1,Discover,In-store,2022-07-05,5731645731,9598151162
2487,807.27,Mastercard,Online,2022-12-17,2506332304,1981751406
2488,730.12,Discover,Online,2022-04-13,6759454536,5287321011
2489,252.41,Discover,Online,2022-11-30,4559353013,2369663100
2490,737.49,American Express,Online,2022-10-12,1486389482,2909923056
2491,581.14,Discover,In-store,2022-05-09,9032509061,7672384449
2492,396.29,American Express,In-store,2022-10-08,6698961909,5601130635
2493,601.67,American Express,In-store,2022-07-30,3076451474,9146067093
2494,972.21,American Express,Online,2022-09-07,7456803617,8399799129
2495,393.18,Mastercard,Online,2023-01-23,9327337203,8817891078
2496,601.06,Discover,In-store,2022-10-25,2805262757,3008319479
2497,426.9,Mastercard,Online,2022-10-21,8064830755,4202571581
2498,127.11,American Express,Online,2022-09-17,6729229235,4109019162
2499,192.51,American Express,Online,2022-11-04,4381357506,3393589925
2500,536.8,American Express,In-store,2022-04-16,5450593269,1950319868
2501,841.03,Mastercard,In-store,2022-12-22,8716834006,1786010658
2502,189.64,Discover,In-store,2022-12-21,6674380803,3389954870
2503,417.69,Mastercard,Online,2022-03-15,1222485232,6034354070
2504,530.58,Discover,Online,2022-06-11,8976473092,4330140852
2505,456.94,American Express,Online,2022-12-10,1777406448,7292594300
2506,579.89,Visa,In-store,2022-11-10,4656478708,1436764094
2507,283.14,Visa,In-store,2022-04-02,9868396870,2826313252
2508,598.54,Mastercard,Online,2022-09-25,3185507157,9185517602
2509,756.99,Visa,Online,2023-02-22,7159201993,6692636374
2510,441.23,American Express,In-store,2022-12-08,1873465763,6226375790
2511,202.27,Mastercard,Online,2022-10-13,5621596643,9273149295
2512,47.76,Visa,Online,2022-06-22,5798669037,9315195248
2513,379.75,Discover,In-store,2022-06-05,6487590739,3964646059
2514,431.2,Discover,In-store,2022-04-07,1741228665,3919925891
2515,233.24,Mastercard,In-store,2023-03-05,6608198250,1436341568
2516,430.55,American Express,In-store,2022-11-20,5109355541,7824506502
2517,506.62,Mastercard,In-store,2022-09-03,1615682800,6963349155
2518,269.74,Visa,Online,2023-03-10,2388832615,5564465827
2519,719.73,Visa,Online,2023-01-11,2455534078,5114938093
2520,547.42,Mastercard,Online,2022-12-28,1543843116,8649989605
2521,800.02,American Express,In-store,2022-10-23,4893912163,2429579704
2522,917.78,Mastercard,Online,2022-05-10,4313398126,7145100260
2523,195.42,Discover,Online,2022-07-13,9954221284,8112772262
2524,883.55,Discover,Online,2022-04-30,8922442314,7977871834
2525,123.75,Mastercard,In-store,2022-08-22,8340133964,3395509067
2526,457.54,American Express,Online,2022-10-29,6035200054,9397101891
2527,613.06,Visa,In-store,2022-10-19,7340190587,4296124958
2528,728.57,Visa,Online,2022-10-07,1263678528,8982645150
2529,793.81,Visa,Online,2022-03-17,9769436793,6884163737
2530,322.54,Mastercard,Online,2022-05-04,3903743327,7578560251
2531,60.27,Discover,In-store,2022-05-11,8779372910,6457615958
2532,878.24,Visa,Online,2022-04-26,3883250937,9586724574
2533,371.5,Visa,In-store,2022-12-15,5321333928,8669991696
2534,423.33,American Express,Online,2022-10-13,6477856771,3313493155
2535,297.18,American Express,In-store,2023-01-20,9151423034,3452949288
2536,29.88,Discover,In-store,2022-10-08,9723382298,6611249270
2537,701.05,Discover,Online,2022-10-14,4517114152,2768246048
2538,745.83,American Express,Online,2022-06-13,1403675248,7554603549
2539,960.51,Mastercard,In-store,2022-11-15,7370431357,2904718968
2540,26.17,American Express,Online,2022-10-17,2409681475,9912366023
2541,137.96,Visa,Online,2022-10-29,1564884818,3679384568
2542,919.99,Mastercard,Online,2022-10-20,3523399753,7491785601
2543,769.46,American Express,Online,2023-02-18,2770336461,5036021587
2544,791.66,Discover,Online,2023-03-10,3449647592,1630965995
2545,610.67,Visa,In-store,2022-03-26,9709363772,9276100378
2546,59.6,Discover,Online,2023-01-09,5600469728,4946288920
2547,536.9,Visa,In-store,2023-02-05,4878855602,6639793831
2548,348.8,Visa,In-store,2023-02-02,2520042424,7406461617
2549,666.67,Discover,Online,2022-03-24,6009828782,4812647382
2550,868.19,Visa,In-store,2022-07-15,7032389582,2804711922
2551,274.96,Visa,Online,2023-02-19,7849901375,8758024673
2552,635.83,Visa,In-store,2022-03-31,7855406123,2141167864
2553,17.54,Visa,In-store,2023-02-16,3110542265,2971951082
2554,537.71,Visa,Online,2022-03-25,9950555697,8037489596
2555,42.32,Mastercard,Online,2023-01-18,5932618975,7320199258
2556,526.81,American Express,Online,2022-12-19,5191498686,4176445359
2557,63.96,Discover,In-store,2022-12-23,5998263460,1651243037
2558,533.91,Discover,In-store,2023-03-05,7957049686,7758533656
2559,866.45,Discover,Online,2022-04-13,7586830287,5087382260
2560,184.11,Mastercard,In-store,2022-10-17,1482606728,8310908651
2561,270.96,Mastercard,Online,2022-03-16,3079747308,3007718212
2562,759.05,Visa,Online,2022-07-23,2864211818,8976953312
2563,548.48,Mastercard,In-store,2022-12-05,7891689566,7531653573
2564,911.58,Discover,In-store,2023-01-17,1138967571,2306291333
2565,645.17,Mastercard,In-store,2022-07-21,3625801854,7557569299
2566,376.22,Visa,In-store,2022-05-22,3249452375,8168472854
2567,66.17,Discover,In-store,2022-08-04,9338910780,6913772275
2568,292.4,Discover,Online,2022-06-25,1871486846,8683109787
2569,56.92,Visa,Online,2022-06-23,1140575937,4532350102
2570,736.22,American Express,Online,2023-02-18,1282424755,7894643503
2571,301.08,Discover,In-store,2022-10-11,1861183833,9462545485
2572,487.8,Visa,In-store,2022-10-08,8245966671,5922370805
2573,444.47,Discover,Online,2023-03-05,1359277373,3739069371
2574,884.7,American Express,In-store,2023-01-06,2058168368,1305442955
2575,970.74,American Express,In-store,2022-03-22,6911779976,3037935665
2576,623.16,Visa,In-store,2022-06-10,1441224166,6264865223
2577,928.64,Visa,Online,2022-06-05,5888167586,7423598178
2578,371.4,Discover,Online,2023-03-07,1706647333,1705747510
2579,361.3,American Express,In-store,2022-07-12,7048716631,5413907254
2580,486.25,American Express,In-store,2022-09-05,2197316330,6469432609
2581,915.9,American Express,In-store,2022-06-26,1324631484,6361508239
2582,695.79,Mastercard,In-store,2023-01-13,7694419062,4918278498
2583,235.16,Visa,Online,2022-12-20,6496291317,3182272232
2584,896.68,American Express,In-store,2023-02-25,6273522787,8642490617
2585,571.74,Visa,Online,2022-08-29,9867962630,3941609257
2586,237.99,American Express,Online,2023-01-28,9444253127,4241052590
2587,916.41,American Express,Online,2022-09-08,7626361524,9541744881
2588,188.96,Visa,Online,2022-04-08,8569738548,1798231653
2589,10.87,Visa,Online,2022-04-24,6256614820,9636722071
2590,68.59,Mastercard,Online,2023-01-24,3604135141,5290018768
2591,363.46,Discover,Online,2022-04-24,9878059321,1456915218
2592,602.25,Discover,In-store,2022-11-21,9392615545,4589002271
2593,470.52,Mastercard,In-store,2023-02-20,4695789076,4006554811
2594,47.37,Visa,In-store,2022-10-15,2962668724,6474231970
2595,385.18,Discover,Online,2022-04-13,6181822041,6284533380
2596,117.32,Visa,In-store,2022-08-11,8830688301,8874803958
2597,33.33,American Express,Online,2022-11-25,7151955207,8360533697
2598,206.72,Discover,In-store,2022-04-08,4210464469,7072387840
2599,430.96,Mastercard,In-store,2022-07-02,3534275726,3503837816
2600,344.79,Mastercard,In-store,2022-04-13,9802831377,9286497850
2601,787.61,Mastercard,In-store,2023-01-09,1858486689,2223689450
2602,863.06,American Express,Online,2022-11-30,1764859500,9403505171
2603,40.48,Visa,In-store,2023-01-02,2011273690,2002669177
2604,745.95,Discover,Online,2022-12-11,6347490170,2226142665
2605,84.41,American Express,In-store,2022-09-28,1725489222,3706839577
2606,612.88,Discover,In-store,2022-07-16,9396762139,9241364881
2607,323.48,Discover,Online,2023-02-27,7423171418,7228029242
2608,520.49,Discover,In-store,2022-10-26,6706109616,5746725519
2609,538.57,Visa,Online,2022-10-19,4010925801,9408890847
2610,668.84,Visa,Online,2022-07-03,2268552868,9708500363
2611,976.62,Visa,In-store,2022-04-26,7161167286,9624129276
2612,748.57,Mastercard,Online,2022-08-05,7058468925,2703145068
2613,433.82,American Express,Online,2022-06-19,4298432750,8776289957
2614,597.39,Discover,Online,2022-06-03,7520747507,5731435410
2615,961.56,Discover,In-store,2022-07-24,3683055808,7009863660
2616,721.03,Discover,In-store,2023-02-24,9298612563,5751980262
2617,281.96,Discover,In-store,2022-11-27,9325790331,9729745655
2618,242.44,Mastercard,In-store,2022-10-02,6189626188,5653283923
2619,298.21,Visa,In-store,2022-12-02,5439912382,1886776854
2620,933.66,Visa,In-store,2023-01-18,8108762601,1362711781
2621,669.68,Visa,Online,2023-01-27,2647589826,6130109952
2622,48.0,American Express,Online,2022-11-18,7707256181,2788213352
2623,970.59,Discover,Online,2022-05-15,4570520889,6512047825
2624,958.67,Visa,Online,2022-10-04,4361763547,8560077364
2625,418.73,American Express,In-store,2022-10-29,3223665226,6949106741
2626,654.99,American Express,Online,2022-03-14,4227359933,1421261801
2627,681.71,Discover,Online,2022-06-25,7004164134,6288638729
2628,799.14,Visa,In-store,2022-07-01,5893358529,3568004864
2629,979.17,Visa,In-store,2022-11-29,8321548817,5428643453
2630,498.85,Visa,Online,2023-03-11,8135744271,6994910212
2631,487.41,Discover,In-store,2023-03-12,7305042330,3666514610
2632,591.95,Mastercard,In-store,2022-05-27,7765482838,8744280930
2633,77.42,Mastercard,In-store,2022-12-24,8490862001,2929204499
2634,725.79,Mastercard,Online,2022-04-19,5790018428,8133992152
2635,438.41,Mastercard,In-store,2022-12-30,3896815545,3583118774
2636,803.08,Mastercard,In-store,2023-02-05,6782960159,5610078650
2637,315.75,American Express,Online,2022-12-01,3067387732,5187869143
2638,543.09,American Express,Online,2022-08-09,8531742843,3252933957
2639,163.03,American Express,In-store,2023-02-05,9408551349,3562304171
2640,659.51,Discover,Online,2022-11-21,1060885242,2033731376
2641,921.18,Discover,In-store,2022-03-16,1815566589,7968479892
2642,458.89,Discover,Online,2022-05-06,3857074443,8482000990
2643,208.61,American Express,Online,2022-12-04,2017398413,6450107351
2644,342.46,Discover,In-store,2022-09-25,8545115952,9740290377
2645,890.57,American Express,Online,2022-04-12,2490386393,4432973190
2646,822.1,American Express,In-store,2023-02-14,9195225426,4330407409
2647,179.43,Mastercard,In-store,2022-08-29,5647343987,5751633419
2648,372.28,American Express,Online,2022-12-13,4925969630,6032304234
2649,229.09,Visa,In-store,2022-11-22,8794748287,3650506118
2650,708.71,Mastercard,Online,2022-09-22,5741218320,2985610061
2651,865.2,Visa,In-store,2022-12-02,8360050784,6656628813
2652,252.78,Visa,In-store,2023-01-30,3314291929,3485997768
2653,75.09,American Express,In-store,2023-01-25,7128964603,9362465315
2654,426.63,American Express,Online,2022-05-12,7523357557,8456532676
2655,686.0,Discover,In-store,2023-02-18,1197202143,2798451705
2656,830.54,Mastercard,Online,2023-01-07,4707924955,6189874472
2657,471.45,Mastercard,Online,2022-11-05,3187287940,7313278582
2658,213.94,Visa,In-store,2022-08-12,3965701617,7744565362
2659,623.21,American Express,Online,2022-03-22,3148501804,8564303355
2660,842.22,American Express,In-store,2022-12-10,4281506341,2329264734
2661,22.19,American Express,Online,2022-07-02,3658278843,3918993969
2662,610.4,American Express,Online,2022-04-05,3421255305,5729797934
2663,92.45,Visa,Online,2023-03-04,1378071546,8693483714
2664,541.3,American Express,In-store,2022-04-04,9085187275,5625790101
2665,553.5,Visa,In-store,2022-11-21,8829894463,5498433357
2666,497.16,Visa,Online,2022-09-13,8339238284,2543512180
2667,644.32,American Express,In-store,2022-05-19,4041713467,2219479517
2668,174.76,Visa,In-store,2023-01-16,9551311983,4295285968
2669,964.2,Discover,Online,2022-10-01,9175480597,3090300527
2670,823.01,Discover,In-store,2022-10-17,5397181425,9015416452
2671,763.85,Mastercard,In-store,2022-04-25,1782550881,6399260840
2672,836.53,Visa,Online,2023-01-06,3508612111,6368102513
2673,560.02,Visa,Online,2022-08-29,2168737837,7818023562
2674,612.03,Visa,Online,2023-01-09,6283628335,5212604264
2675,823.81,Mastercard,In-store,2022-07-28,4191987247,3854740522
2676,772.99,American Express,In-store,2022-04-01,9436221569,3258389020
2677,995.9,Mastercard,In-store,2023-02-18,4864355572,1601206273
2678,192.73,Mastercard,Online,2022-11-29,9479300350,5525153458
2679,140.9,Visa,In-store,2022-12-23,6774946132,2168093101
2680,43.84,Discover,Online,2022-08-29,6496675123,5845305917
2681,867.04,Visa,In-store,2022-04-05,5617556469,6857037405
2682,927.22,American Express,In-store,2022-11-20,8003683772,6574413524
2683,512.16,American Express,In-store,2022-09-30,8888183071,2906136459
2684,765.97,Discover,In-store,2022-10-05,8338027071,9446103625
2685,663.29,American Express,Online,2022-06-02,3359416504,6326984464
2686,931.07,Discover,Online,2022-12-26,5017238849,8945391020
2687,816.75,Discover,In-store,2022-12-07,9325178722,8201807935
2688,50.18,Mastercard,In-store,2022-10-06,8412171567,6847282551
2689,922.34,Visa,Online,2022-05-19,6558911333,3693697625
2690,334.82,American Express,In-store,2022-06-10,7053874272,8379187460
2691,442.58,Mastercard,In-store,2022-03-20,7161260946,6111222359
2692,488.84,Visa,Online,2023-03-07,6742636840,4928788552
2693,677.45,American Express,In-store,2022-04-05,6905439482,8875917640
2694,278.85,Visa,In-store,2022-12-18,9470117477,2023706729
2695,660.93,Visa,Online,2022-05-01,5583458505,1361510653
2696,418.44,Discover,Online,2022-05-30,7008934328,9903849538
2697,13.5,Visa,In-store,2023-02-24,8853363758,9882709264
2698,176.97,Mastercard,In-store,2022-10-25,1425163459,7362922388
2699,930.26,American Express,Online,2023-02-26,4870864205,8702221735
2700,693.57,Discover,Online,2023-02-13,9785558752,8416103693
2701,448.11,Discover,Online,2022-03-28,4208631224,3822623362
2702,399.8,Discover,Online,2023-02-17,3448983953,8133734589
2703,803.38,Discover,Online,2022-10-13,1723737978,3360643108
2704,634.11,Visa,In-store,2022-06-26,1281133456,8660464220
2705,115.97,American Express,Online,2022-08-19,9062987870,5987305464
2706,774.44,Discover,In-store,2022-11-23,5702324375,7966824256
2707,903.88,Discover,In-store,2022-10-13,2271723418,3680050906
2708,788.79,Discover,In-store,2022-04-29,5061315671,7626831870
2709,44.2,Visa,Online,2022-04-09,4572214844,6116895053
2710,239.54,Mastercard,In-store,2022-10-28,6760003534,6879966011
2711,378.21,American Express,In-store,2022-03-21,3029091837,7080122551
2712,381.33,Visa,Online,2022-10-17,2530006497,8909264714
2713,195.93,American Express,In-store,2022-11-28,8957177138,5142487107
2714,19.1,Mastercard,In-store,2022-06-13,3311442374,3694195950
2715,99.17,Discover,In-store,2022-11-18,1320663074,7335954826
2716,188.15,Visa,Online,2023-01-21,8712113252,7992104108
2717,26.51,Visa,Online,2022-04-26,9608584425,9318848108
2718,981.64,American Express,In-store,2023-01-04,4871893777,4037428977
2719,587.1,Mastercard,In-store,2022-11-19,5002350530,2649210337
2720,353.48,Visa,In-store,2022-03-20,2101151643,2027120411
2721,762.59,Discover,In-store,2022-10-06,8161410933,5388077945
2722,598.73,Visa,Online,2022-07-13,7737518929,2162882830
2723,363.07,Visa,In-store,2022-06-15,4717347258,3513790188
2724,202.3,Visa,In-store,2022-06-01,4464588865,1995656752
2725,933.36,American Express,Online,2022-10-15,7202490199,5916290095
2726,778.11,American Express,In-store,2022-08-08,5587984778,2492952266
2727,72.76,American Express,Online,2023-02-24,6059384021,7314846234
2728,225.65,Discover,In-store,2023-02-26,9179341801,4404980242
2729,293.78,Visa,In-store,2023-01-07,8969753546,4254898404
2730,355.39,Mastercard,Online,2022-11-10,3707845374,2920235065
2731,186.56,Mastercard,In-store,2023-02-03,1790044354,1694820136
2732,116.25,American Express,Online,2022-08-15,3522904529,6773072181
2733,809.71,Mastercard,In-store,2022-10-24,7030744227,4144077911
2734,240.28,Discover,Online,2022-06-13,6341840070,6619891522
2735,747.0,Visa,Online,2023-01-16,2341736895,6463185081
2736,165.88,Mastercard,In-store,2022-12-29,8348175744,1458356287
2737,636.9,Discover,Online,2022-12-31,9545725805,8322531787
2738,855.65,Visa,Online,2022-08-30,9539595768,5348473823
2739,491.34,Visa,In-store,2022-08-05,3888516888,1399421843
2740,155.35,Mastercard,In-store,2023-03-12,8680780581,3222229575
2741,277.34,Discover,Online,2022-09-04,9885965239,7870612402
2742,419.07,Visa,In-store,2022-04-28,8665229476,2610436942
2743,666.57,American Express,In-store,2022-10-24,3077830735,9293212792
2744,481.55,Visa,In-store,2022-08-13,3185744205,3911551688
2745,798.12,American Express,In-store,2022-07-31,4782035881,9624985361
2746,206.61,Visa,In-store,2022-03-28,3619935747,7420226190
2747,887.7,American Express,In-store,2022-03-26,8760979941,8801314719
2748,233.87,Visa,In-store,2022-05-03,2712864846,7815750880
2749,295.11,Mastercard,Online,2022-07-19,9151786303,1610094597
2750,543.78,Discover,Online,2022-06-17,4098518716,4408362950
2751,61.1,Mastercard,In-store,2022-12-29,3846841776,8726941921
2752,877.6,American Express,In-store,2022-11-25,3620880402,2877786512
2753,100.49,American Express,In-store,2022-07-14,1308409947,8976061869
2754,919.72,Visa,In-store,2023-01-31,4854919067,4441078475
2755,204.73,Mastercard,Online,2022-12-04,2924850870,7488400190
2756,988.26,Mastercard,In-store,2022-09-15,7036290440,2203081665
2757,234.51,Visa,In-store,2023-03-09,7111254616,9391498373
2758,740.84,American Express,In-store,2022-10-07,4586901328,4431303957
2759,607.9,Visa,In-store,2022-05-20,8874689717,4733486263
2760,378.56,Discover,In-store,2023-03-03,9733729398,8961279027
2761,345.72,Mastercard,In-store,2023-02-02,9302033073,6844960072
2762,986.99,American Express,Online,2022-06-22,5281133782,3455854003
2763,439.24,Mastercard,In-store,2022-04-14,5007601613,3007178491
2764,978.01,Visa,Online,2023-01-11,8135332515,4661517840
2765,237.77,Discover,In-store,2022-09-01,5324830698,8399036955
2766,197.06,Mastercard,Online,2022-07-04,3048518796,3393589469
2767,101.95,Visa,In-store,2022-10-01,7661189662,2780470845
2768,839.89,Discover,In-store,2022-10-10,2856876689,6765951396
2769,37.6,American Express,In-store,2022-04-28,1916464064,5288330903
2770,419.29,American Express,Online,2022-06-30,6782545650,4573162102
2771,566.83,Discover,In-store,2022-04-01,4381536530,4557135125
2772,713.51,Mastercard,In-store,2022-12-02,8803827430,1793428791
2773,399.11,Visa,Online,2022-04-13,9152306121,4864389412
2774,974.75,Visa,Online,2022-09-30,5977187903,5012335781
2775,180.59,Visa,Online,2022-04-25,1512412255,7610130894
2776,11.3,Discover,In-store,2023-01-22,2017701484,5492478297
2777,634.12,Discover,In-store,2023-03-08,5473474326,3997860204
2778,536.18,Discover,In-store,2022-07-09,9667612079,1459871531
2779,818.79,Visa,In-store,2022-05-10,1312156198,9000859192
2780,686.14,Mastercard,In-store,2022-04-18,5512577144,6522626818
2781,316.44,American Express,In-store,2023-01-16,3099118105,4296890456
2782,508.8,Mastercard,In-store,2022-07-24,2005273173,8972450140
2783,752.42,Mastercard,In-store,2022-03-19,9927651517,3104390735
2784,496.86,Mastercard,Online,2023-03-02,8937867701,6883345486
2785,641.85,Mastercard,Online,2022-05-26,3299651188,8653533106
2786,30.99,Mastercard,In-store,2022-04-13,6719398126,9206299502
2787,998.51,American Express,Online,2023-01-04,5819736670,3672869905
2788,657.93,Discover,Online,2022-05-28,8584797232,4963687304
2789,133.0,Discover,In-store,2022-09-11,5407962851,6369744285
2790,147.93,Mastercard,In-store,2023-01-24,9703403870,7637285767
2791,882.27,Discover,In-store,2022-09-10,5549844968,8957796514
2792,477.36,Discover,In-store,2023-01-20,7396619195,2290125287
2793,110.01,American Express,In-store,2022-11-01,4004676090,6875712838
2794,272.15,Visa,Online,2022-06-25,1051760496,1706470431
2795,269.89,Visa,In-store,2022-08-03,9520897598,3310339528
2796,164.55,American Express,In-store,2022-12-17,6136687847,6662429422
2797,683.5,Discover,Online,2022-11-27,3782837353,1651775370
2798,592.15,Visa,In-store,2022-12-10,8148367029,8340700760
2799,926.17,Discover,Online,2023-01-08,9106964300,9400666595
2800,652.86,Visa,In-store,2022-08-09,9452202157,7435768391
2801,338.04,Mastercard,In-store,2022-12-18,8723844016,8389399562
2802,863.28,Mastercard,In-store,2022-08-09,2171526907,6455423371
2803,711.74,Discover,In-store,2022-10-23,6681348341,8920422974
2804,259.93,Visa,In-store,2022-07-18,8557975552,4494762437
2805,946.38,Visa,Online,2022-04-08,6720558028,3558742490
2806,212.88,American Express,Online,2022-09-06,2031279275,4601744018
2807,502.25,Discover,Online,2022-10-07,6754011737,2332875769
2808,805.8,American Express,In-store,2022-08-20,6257300610,8239450637
2809,636.59,Visa,In-store,2023-01-17,2899635560,3109866070
2810,306.32,Visa,In-store,2022-12-27,1421659925,4709208724
2811,849.61,Discover,In-store,2022-06-20,2581697797,7698602234
2812,755.3,American Express,Online,2023-01-11,6995288561,5476452287
2813,93.63,Mastercard,Online,2023-02-23,7554065138,5961224444
2814,363.25,Visa,In-store,2022-08-10,2685793562,9865692177
2815,850.96,American Express,In-store,2022-05-14,2346744238,5614177171
2816,422.09,Discover,Online,2022-07-19,1152216320,7887792148
2817,453.48,Discover,Online,2022-12-02,9913905819,2440616662
2818,150.64,Mastercard,In-store,2022-05-06,2680271151,2610184804
2819,606.08,Mastercard,In-store,2022-05-15,7319493207,2082704174
2820,661.01,Discover,In-store,2022-06-04,7716793063,2917923669
2821,812.01,American Express,Online,2022-07-25,2387933888,2532511288
2822,776.32,American Express,In-store,2023-01-10,9976702834,9754221499
2823,755.62,Discover,Online,2022-12-19,1351231596,3929160165
2824,249.67,American Express,Online,2022-07-10,2697254824,8085989035
2825,900.21,Discover,Online,2022-09-24,8870792716,9673690106
2826,567.31,American Express,In-store,2022-05-30,4797304674,3794707177
2827,985.82,American Express,Online,2022-11-03,9998911128,7357634985
2828,428.45,Discover,In-store,2022-06-18,6245478428,4223888784
2829,968.97,Discover,In-store,2023-02-04,4710484040,6410527982
2830,349.47,American Express,Online,2022-11-12,6314547352,3482196326
2831,860.17,Discover,In-store,2022-10-07,7314907780,9110999165
2832,127.79,Discover,In-store,2022-12-21,3011257452,3498053646
2833,479.01,Discover,Online,2022-03-26,7086984560,7440811136
2834,121.9,Visa,In-store,2022-08-17,2229816425,3807738034
2835,251.92,American Express,In-store,2023-02-07,1732663842,7438016911
2836,408.43,Mastercard,In-store,2022-09-18,1338765955,9086678730
2837,870.85,American Express,In-store,2022-03-21,3746661302,1299450823
2838,876.2,Discover,In-store,2022-03-29,1318871949,3627675591
2839,564.77,Mastercard,In-store,2022-12-22,6097117129,1841172425
2840,751.84,Visa,Online,2022-05-16,8824758535,5036945843
2841,107.48,Visa,Online,2022-07-17,2585505943,8351954856
2842,723.9,Visa,Online,2023-02-26,1080986941,6492246830
2843,322.23,Mastercard,Online,2023-01-12,5139707982,4661978914
2844,452.93,Discover,In-store,2022-09-29,7908370208,8227003064
2845,367.14,Mastercard,In-store,2022-06-17,8849435337,1966246550
2846,103.85,American Express,Online,2022-07-24,1298274776,3866895592
2847,992.36,Visa,Online,2022-06-03,9888872771,5408558466
2848,650.89,Visa,In-store,2023-02-17,1606991075,9849817980
2849,664.88,Visa,Online,2022-07-28,4222391772,8488405142
2850,454.85,American Express,Online,2023-01-31,3438832240,7772698954
2851,544.96,Mastercard,Online,2022-04-06,5788767515,6356679877
2852,987.75,American Express,In-store,2022-08-18,6291957790,8195868293
2853,427.89,Discover,Online,2022-05-17,2071383169,8708296034
2854,296.37,Discover,In-store,2023-01-16,9087530106,8950519244
2855,101.86,Discover,Online,2022-08-07,2989432894,5338541759
2856,371.39,Mastercard,In-store,2022-09-05,7017457550,2203763053
2857,639.63,Mastercard,Online,2023-01-07,4604094930,4080994419
2858,289.38,Visa,In-store,2023-03-02,4168949705,5560008831
2859,968.31,Mastercard,In-store,2023-03-09,7383204074,5393864531
2860,736.54,American Express,Online,2022-10-06,1564178091,6233041470
2861,935.73,Visa,Online,2022-10-14,1144865652,8328944686
2862,659.05,Discover,Online,2022-03-19,8150064476,7051976773
2863,903.93,Mastercard,In-store,2022-11-30,7727888045,5116985686
2864,542.98,Discover,In-store,2022-06-08,4967361540,3396184684
2865,516.57,Discover,In-store,2022-04-22,4191226392,4967312774
2866,739.55,Visa,In-store,2022-12-06,1037139296,3963985760
2867,317.5,Visa,In-store,2022-08-07,3734653003,6258167543
2868,886.52,Visa,In-store,2022-10-26,9194461101,5193171087
2869,463.63,Visa,In-store,2022-04-21,5240178903,9771799249
